name;universitaet;fehlend;nur_auto_befuellt;uni_suche;google
Amandine Savary;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Amandine%20Savary;https://www.google.com/search?q=Amandine%20Savary+mdw+Professur
Andrea Glauser;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Andrea%20Glauser;https://www.google.com/search?q=Andrea%20Glauser+mdw+Professur
Andrés Orozco-Estrada;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Andr%C3%A9s%20Orozco-Estrada;https://www.google.com/search?q=Andr%C3%A9s%20Orozco-Estrada+mdw+Professur
Angelika Kirchschlager;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Angelika%20Kirchschlager;https://www.google.com/search?q=Angelika%20Kirchschlager+mdw+Professur
Anja Thiemann;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Anja%20Thiemann;https://www.google.com/search?q=Anja%20Thiemann+mdw+Professur
Axel Petri-Preis;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Axel%20Petri-Preis;https://www.google.com/search?q=Axel%20Petri-Preis+mdw+Professur
Balázs Szabó;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Bal%C3%A1zs%20Szab%C3%B3;https://www.google.com/search?q=Bal%C3%A1zs%20Szab%C3%B3+mdw+Professur
Barbara Albert;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Barbara%20Albert;https://www.google.com/search?q=Barbara%20Albert+mdw+Professur
Bejun Mehta;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Bejun%20Mehta;https://www.google.com/search?q=Bejun%20Mehta+mdw+Professur
Carlos Goikoetxea;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Carlos%20Goikoetxea;https://www.google.com/search?q=Carlos%20Goikoetxea+mdw+Professur
Chanda Rule Bernroider;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Chanda%20Rule%20Bernroider;https://www.google.com/search?q=Chanda%20Rule%20Bernroider+mdw+Professur
Christine A. Maier;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Christine%20A.%20Maier;https://www.google.com/search?q=Christine%20A.%20Maier+mdw+Professur
Christine Lang;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Christine%20Lang;https://www.google.com/search?q=Christine%20Lang+mdw+Professur
Christoph Moser;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Christoph%20Moser;https://www.google.com/search?q=Christoph%20Moser+mdw+Professur
Christoph Traxler;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Christoph%20Traxler;https://www.google.com/search?q=Christoph%20Traxler+mdw+Professur
Christoph Wimmer-Schenkel;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Christoph%20Wimmer-Schenkel;https://www.google.com/search?q=Christoph%20Wimmer-Schenkel+mdw+Professur
Clara Iannotta;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Clara%20Iannotta;https://www.google.com/search?q=Clara%20Iannotta+mdw+Professur
Clement Power;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Clement%20Power;https://www.google.com/search?q=Clement%20Power+mdw+Professur
Céline Frisch;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=C%C3%A9line%20Frisch;https://www.google.com/search?q=C%C3%A9line%20Frisch+mdw+Professur
Dagmar Abfalter;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Dagmar%20Abfalter;https://www.google.com/search?q=Dagmar%20Abfalter+mdw+Professur
Dalibor Karvay;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Dalibor%20Karvay;https://www.google.com/search?q=Dalibor%20Karvay+mdw+Professur
Daniela Fally;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Daniela%20Fally;https://www.google.com/search?q=Daniela%20Fally+mdw+Professur
David Frühwirth;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=David%20Fr%C3%BChwirth;https://www.google.com/search?q=David%20Fr%C3%BChwirth+mdw+Professur
Dominik Wagner;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Dominik%20Wagner;https://www.google.com/search?q=Dominik%20Wagner+mdw+Professur
Elina Vähälä;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Elina%20V%C3%A4h%C3%A4l%C3%A4;https://www.google.com/search?q=Elina%20V%C3%A4h%C3%A4l%C3%A4+mdw+Professur
Elisabeth Aigner-Monarth;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Elisabeth%20Aigner-Monarth;https://www.google.com/search?q=Elisabeth%20Aigner-Monarth+mdw+Professur
Elizabeth Blonzen;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Elizabeth%20Blonzen;https://www.google.com/search?q=Elizabeth%20Blonzen+mdw+Professur
Eszter Haffner;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Eszter%20Haffner;https://www.google.com/search?q=Eszter%20Haffner+mdw+Professur
Eva Maria Riedl-Buschan;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Eva%20Maria%20Riedl-Buschan;https://www.google.com/search?q=Eva%20Maria%20Riedl-Buschan+mdw+Professur
Eva Maria Riedl-Buschan;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Eva%20Maria%20Riedl-Buschan;https://www.google.com/search?q=Eva%20Maria%20Riedl-Buschan+mdw+Professur
Eva Saladin;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Eva%20Saladin;https://www.google.com/search?q=Eva%20Saladin+mdw+Professur
Eveline Christof;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Eveline%20Christof;https://www.google.com/search?q=Eveline%20Christof+mdw+Professur
Fedor Rudin;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Fedor%20Rudin;https://www.google.com/search?q=Fedor%20Rudin+mdw+Professur
Florian Maierl;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Florian%20Maierl;https://www.google.com/search?q=Florian%20Maierl+mdw+Professur
Franz Brandstätter;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Franz%20Brandst%C3%A4tter;https://www.google.com/search?q=Franz%20Brandst%C3%A4tter+mdw+Professur
Franz-Josef Hauser;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Franz-Josef%20Hauser;https://www.google.com/search?q=Franz-Josef%20Hauser+mdw+Professur
Friderikke-Maria Hörbe;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Friderikke-Maria%20H%C3%B6rbe;https://www.google.com/search?q=Friderikke-Maria%20H%C3%B6rbe+mdw+Professur
Gabriella Reisinger;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Gabriella%20Reisinger;https://www.google.com/search?q=Gabriella%20Reisinger+mdw+Professur
Georg Misch;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Georg%20Misch;https://www.google.com/search?q=Georg%20Misch+mdw+Professur
Gerald Resch;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Gerald%20Resch;https://www.google.com/search?q=Gerald%20Resch+mdw+Professur
Gerhard Marschner;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Gerhard%20Marschner;https://www.google.com/search?q=Gerhard%20Marschner+mdw+Professur
Gina Schwarz;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Gina%20Schwarz;https://www.google.com/search?q=Gina%20Schwarz+mdw+Professur
Giulia Semenzato;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Giulia%20Semenzato;https://www.google.com/search?q=Giulia%20Semenzato+mdw+Professur
Hartmut Keil;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Hartmut%20Keil;https://www.google.com/search?q=Hartmut%20Keil+mdw+Professur
Hermine Haselböck-Littasy;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Hermine%20Haselb%C3%B6ck-Littasy;https://www.google.com/search?q=Hermine%20Haselb%C3%B6ck-Littasy+mdw+Professur
Ioana Cristina Goicea;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Ioana%20Cristina%20Goicea;https://www.google.com/search?q=Ioana%20Cristina%20Goicea+mdw+Professur
Ioana Cristina Goicea;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Ioana%20Cristina%20Goicea;https://www.google.com/search?q=Ioana%20Cristina%20Goicea+mdw+Professur
Isolde Malmberg;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Isolde%20Malmberg;https://www.google.com/search?q=Isolde%20Malmberg+mdw+Professur
Jeremy Joseph;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Jeremy%20Joseph;https://www.google.com/search?q=Jeremy%20Joseph+mdw+Professur
Jessica Hausner;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Jessica%20Hausner;https://www.google.com/search?q=Jessica%20Hausner+mdw+Professur
Johannes Hiemetsberger;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Johannes%20Hiemetsberger;https://www.google.com/search?q=Johannes%20Hiemetsberger+mdw+Professur
Josef Doblhofer;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Josef%20Doblhofer;https://www.google.com/search?q=Josef%20Doblhofer+mdw+Professur
Julia Purgina;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Julia%20Purgina;https://www.google.com/search?q=Julia%20Purgina+mdw+Professur
Justus Zeyen;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Justus%20Zeyen;https://www.google.com/search?q=Justus%20Zeyen+mdw+Professur
Jörg Schneider;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=J%C3%B6rg%20Schneider;https://www.google.com/search?q=J%C3%B6rg%20Schneider+mdw+Professur
Katharina Lugmayr;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Katharina%20Lugmayr;https://www.google.com/search?q=Katharina%20Lugmayr+mdw+Professur
Kian Soltani;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Kian%20Soltani;https://www.google.com/search?q=Kian%20Soltani+mdw+Professur
Klaus Lang;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Klaus%20Lang;https://www.google.com/search?q=Klaus%20Lang+mdw+Professur
Laura Aikin;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Laura%20Aikin;https://www.google.com/search?q=Laura%20Aikin+mdw+Professur
Lieke te Winkel;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Lieke%20te%20Winkel;https://www.google.com/search?q=Lieke%20te%20Winkel+mdw+Professur
Lisa Gaupp;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Lisa%20Gaupp;https://www.google.com/search?q=Lisa%20Gaupp+mdw+Professur
Manuel Grandpierre;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Manuel%20Grandpierre;https://www.google.com/search?q=Manuel%20Grandpierre+mdw+Professur
Manuel Schuen;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Manuel%20Schuen;https://www.google.com/search?q=Manuel%20Schuen+mdw+Professur
Margarita Escarpa;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Margarita%20Escarpa;https://www.google.com/search?q=Margarita%20Escarpa+mdw+Professur
Maria Happel;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Maria%20Happel;https://www.google.com/search?q=Maria%20Happel+mdw+Professur
Marie Louise Herzfeld-Schild;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Marie%20Louise%20Herzfeld-Schild;https://www.google.com/search?q=Marie%20Louise%20Herzfeld-Schild+mdw+Professur
Markus Böggemann;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Markus%20B%C3%B6ggemann;https://www.google.com/search?q=Markus%20B%C3%B6ggemann+mdw+Professur
Markus Harm;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Markus%20Harm;https://www.google.com/search?q=Markus%20Harm+mdw+Professur
Martin Kušej;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Martin%20Ku%C5%A1ej;https://www.google.com/search?q=Martin%20Ku%C5%A1ej+mdw+Professur
Meike Schmitz;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Meike%20Schmitz;https://www.google.com/search?q=Meike%20Schmitz+mdw+Professur
Michael Göllner;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Michael%20G%C3%B6llner;https://www.google.com/search?q=Michael%20G%C3%B6llner+mdw+Professur
Michael Huber;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Michael%20Huber;https://www.google.com/search?q=Michael%20Huber+mdw+Professur
Michael Sturminger;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Michael%20Sturminger;https://www.google.com/search?q=Michael%20Sturminger+mdw+Professur
Michaela Reingruber;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Michaela%20Reingruber;https://www.google.com/search?q=Michaela%20Reingruber+mdw+Professur
Michaela Schuster;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Michaela%20Schuster;https://www.google.com/search?q=Michaela%20Schuster+mdw+Professur
Monika Smetana;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Monika%20Smetana;https://www.google.com/search?q=Monika%20Smetana+mdw+Professur
Nataša Mirković;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Nata%C5%A1a%20Mirkovi%C4%87;https://www.google.com/search?q=Nata%C5%A1a%20Mirkovi%C4%87+mdw+Professur
Olga Neuwirth;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Olga%20Neuwirth;https://www.google.com/search?q=Olga%20Neuwirth+mdw+Professur
Oliver Sproll;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Oliver%20Sproll;https://www.google.com/search?q=Oliver%20Sproll+mdw+Professur
Peter Hrncirik;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Peter%20Hrncirik;https://www.google.com/search?q=Peter%20Hrncirik+mdw+Professur
Philipp Nykrin;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Philipp%20Nykrin;https://www.google.com/search?q=Philipp%20Nykrin+mdw+Professur
Roland Schwab;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Roland%20Schwab;https://www.google.com/search?q=Roland%20Schwab+mdw+Professur
Roman Zaslavsky;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Roman%20Zaslavsky;https://www.google.com/search?q=Roman%20Zaslavsky+mdw+Professur
Rosa Reitsamer;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Rosa%20Reitsamer;https://www.google.com/search?q=Rosa%20Reitsamer+mdw+Professur
Sonja Hilberger;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Sonja%20Hilberger;https://www.google.com/search?q=Sonja%20Hilberger+mdw+Professur
Sonja Korak;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Sonja%20Korak;https://www.google.com/search?q=Sonja%20Korak+mdw+Professur
Steffen Jäger;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Steffen%20J%C3%A4ger;https://www.google.com/search?q=Steffen%20J%C3%A4ger+mdw+Professur
Stephanie Schroedter;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Stephanie%20Schroedter;https://www.google.com/search?q=Stephanie%20Schroedter+mdw+Professur
Ulf Wallin;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Ulf%20Wallin;https://www.google.com/search?q=Ulf%20Wallin+mdw+Professur
Walter Auer;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Walter%20Auer;https://www.google.com/search?q=Walter%20Auer+mdw+Professur
Walter Werzowa;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Walter%20Werzowa;https://www.google.com/search?q=Walter%20Werzowa+mdw+Professur
Werner Goebl;mdw;Werdegang/CV, Profil-Link, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.mdw.ac.at/suche/?q=Werner%20Goebl;https://www.google.com/search?q=Werner%20Goebl+mdw+Professur
Allan Hanbury;TU Wien;Werdegang/CV, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.tuwien.at/suche?tx_solr[q]=Allan%20Hanbury;https://www.google.com/search?q=Allan%20Hanbury+TU%20Wien+Professur
Fazel Ansari Chaharsoughi;TU Wien;Werdegang/CV, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.tuwien.at/suche?tx_solr[q]=Fazel%20Ansari%20Chaharsoughi;https://www.google.com/search?q=Fazel%20Ansari%20Chaharsoughi+TU%20Wien+Professur
Frank Lulei;TU Wien;Werdegang/CV, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.tuwien.at/suche?tx_solr[q]=Frank%20Lulei;https://www.google.com/search?q=Frank%20Lulei+TU%20Wien+Professur
Ivona Brandic;TU Wien;Werdegang/CV, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.tuwien.at/suche?tx_solr[q]=Ivona%20Brandic;https://www.google.com/search?q=Ivona%20Brandic+TU%20Wien+Professur
Jürgen Cito;TU Wien;Werdegang/CV, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.tuwien.at/suche?tx_solr[q]=J%C3%BCrgen%20Cito;https://www.google.com/search?q=J%C3%BCrgen%20Cito+TU%20Wien+Professur
Kurt Matyas;TU Wien;Werdegang/CV, Kurzbeschreibung, Herkunftsinstitution, Herkunftsland, Institut, OpenAlex-Metriken;;https://www.tuwien.at/suche?tx_solr[q]=Kurt%20Matyas;https://www.google.com/search?q=Kurt%20Matyas+TU%20Wien+Professur
